,Buy and Hold Sharpe,Buy and Hold Total Return,Number of Trades,Strategy Sharpe,Strategy Total Return,Symbols
72,0.026935217169917963,0.107324767052001,1.0,0.03526547799197306,0.03526547799197306,EXR
73,0.049892888975100594,0.16871587072999805,7.0,3.1727202215228787,0.12278350966131843,FBHS
74,-0.0329900872274905,-0.23899905594492743,25.0,0.8765477305042724,0.6747393358374076,EQT
75,0.020742187585850846,0.10115904028923117,6.0,1.112904017147061,0.163183959609913,ESRX
76,0.015228727456494569,0.06663502703284485,9.0,1.2212156182287006,0.2353497372860044,FFIV
77,0.04351914611944613,0.33000920261286726,5.0,0.5011873509240223,0.11584152823661625,FLR
78,0.09960865370017263,0.48672784247152323,15.0,1.0994718664206045,0.4642319164242018,FMC
79,-0.010856118519329468,-0.045432918722155824,10.0,0.36809396444799963,0.06059383545102284,F
80,0.10273974287983156,0.27169679294699745,29.0,1.120857083584536,0.34579395593520634,FISV
81,0.10785123146865502,0.4122950882016124,16.0,1.0261763617414816,0.2256548131341902,FB
82,0.006766173376033999,0.03712081662341116,7.0,1.3296808174734174,0.16676448337063302,FLS
83,0.10971565608882505,0.3613551855044371,18.0,0.8558515757987245,0.2656613955305824,GD
84,-0.06418277555513162,-0.2223167504198449,1.0,0.03135788262370551,0.03135788262370551,FRT
85,-0.021865623524737678,-0.0860975857055225,12.0,1.4686112041748207,0.12870688815717757,FE
86,0.05616786682078238,0.2695979704164301,10.0,0.9211267208289684,0.18192798113119785,FOXA
88,0.0953700907234747,0.42108785284617656,12.0,1.599691061852204,0.3652749155251541,FITB
89,0.09388475991803891,0.24611129043745972,18.0,0.9623708731586369,0.2191332283627215,FIS
91,-0.008366872132913651,-0.008802666012058258,6.0,1.5609954514545061,0.09388867835500869,FTV
92,0.05633972095533778,0.2631293477741271,10.0,1.562815166920124,0.2889861839203716,FOX
93,0.1038908961116263,0.35137677294034986,10.0,1.7076164076480775,0.3836116080299352,FDX
94,-0.005587361508603071,-0.030535757009664266,12.0,1.0906666009217945,0.24257464188960087,FTI
95,-0.018766434409364704,-0.1822159170836093,8.0,1.087068798742651,0.13228117505924467,FL
96,-0.03364604328252331,-0.10441161986628444,20.0,1.5524643442199892,0.2535228721582507,AIV
98,0.11211671941488556,0.32143290209568953,13.0,1.563637928945988,0.15998715281313117,AJG
99,0.005183092995775602,0.03203633056048272,12.0,1.1571881964220019,0.21941185257616003,AKAM
100,0.048711698822622086,0.2556865093534626,4.0,1.4613592696190378,0.13550112461124314,ALB
101,0.15770598750101175,1.0518419015674256,6.0,1.559082618930209,0.11804999569696879,ALGN
